Step,Device,Power(W)
222,device_EV,6000.00
222,device_ESS,-0.00
223,device_PV,-431.67
223,device_Load1,1506.99
223,device_Load2,2650.76
223,device_EV,6000.00
223,device_ESS,-0.00
224,device_PV,-0.00
224,device_Load1,1717.57
224,device_Load2,2620.96
224,device_EV,6000.00
224,device_ESS,-0.00
225,device_PV,-0.00
225,device_Load1,1530.92
225,device_Load2,2632.81
225,device_EV,6000.00
225,device_ESS,-0.00
226,device_PV,-651.23
226,device_Load1,1739.02
226,device_Load2,2896.20
226,device_EV,6000.00
226,device_ESS,-0.00
227,device_PV,-0.00
227,device_Load1,1657.23
227,device_Load2,2814.68
227,device_EV,6000.00
227,device_ESS,-0.00
228,device_PV,-0.00
228,device_Load1,1532.26
228,device_Load2,2685.34
228,device_EV,6000.00
228,device_ESS,-0.00
229,device_PV,-0.00
229,device_Load1,1578.56
229,device_Load2,2650.36
229,device_EV,6000.00
229,device_ESS,-0.00
230,device_PV,-541.55
230,device_Load1,1405.14
230,device_Load2,2535.27
230,device_EV,6000.00
230,device_ESS,-0.00
231,device_PV,-0.00
231,device_Load1,1309.98
231,device_Load2,2653.45
231,device_EV,6000.00
231,device_ESS,-0.00
232,device_PV,-0.00
232,device_Load1,1567.89
232,device_Load2,2852.28
232,device_EV,6000.00
232,device_ESS,-0.00
233,device_PV,-0.00
233,device_Load1,1551.48
233,device_Load2,2864.09
233,device_EV,6000.00
233,device_ESS,-0.00
234,device_PV,-831.27
234,device_Load1,1336.16
234,device_Load2,2788.06
234,device_EV,6000.00
234,device_ESS,-0.00
235,device_PV,-314.71
235,device_Load1,1366.57
235,device_Load2,2816.13
235,device_EV,6000.00
235,device_ESS,-0.00
236,device_PV,-1159.79
236,device_Load1,1545.17
236,device_Load2,2637.59
236,device_EV,6000.00
236,device_ESS,-0.00
237,device_PV,-0.00
237,device_Load1,1512.86
237,device_Load2,2684.84
237,device_EV,6000.00
237,device_ESS,-0.00
238,device_PV,-567.20
238,device_Load1,1559.75
238,device_Load2,2711.83
238,device_EV,6000.00
238,device_ESS,-0.00
239,device_PV,-0.00
239,device_Load1,1555.51
239,device_Load2,2867.44
239,device_EV,6000.00
239,device_ESS,-0.00
240,device_PV,-0.00
240,device_Load1,1339.13
240,device_Load2,2528.08
240,device_EV,6000.00
240,device_ESS,-0.00
241,device_PV,-998.79
241,device_Load1,1169.90
241,device_Load2,2526.97
241,device_EV,6000.00
241,device_ESS,-0.00
242,device_PV,-0.00
242,device_Load1,1356.08
242,device_Load2,2746.94
242,device_EV,6000.00
242,device_ESS,-0.00
243,device_PV,-0.00
243,device_Load1,1175.27
243,device_Load2,2561.51
243,device_EV,6000.00
243,device_ESS,-0.00
244,device_PV,-543.65
244,device_Load1,1124.71
244,device_Load2,2897.29
244,device_EV,6000.00
244,device_ESS,-0.00
245,device_PV,-713.11
245,device_Load1,1153.95
245,device_Load2,2752.35
245,device_EV,6000.00
245,device_ESS,-0.00
246,device_PV,-0.00
246,device_Load1,1348.50
246,device_Load2,2624.42
246,device_EV,6000.00
246,device_ESS,-0.00
247,device_PV,-1206.60
247,device_Load1,1227.41
247,device_Load2,2875.35
247,device_EV,6000.00
247,device_ESS,-0.00
248,device_PV,-0.00
248,device_Load1,1113.07
248,device_Load2,2534.02
248,device_EV,6000.00
248,device_ESS,-0.00
249,device_PV,-0.00
249,device_Load1,1167.51
249,device_Load2,2592.99
249,device_EV,6000.00
249,device_ESS,-0.00
250,device_PV,-1059.61
250,device_Load1,1286.55
250,device_Load2,2632.50
250,device_EV,6000.00
250,device_ESS,-0.00
251,device_PV,-0.00
251,device_Load1,1196.05
251,device_Load2,2845.93
251,device_EV,6000.00
251,device_ESS,-0.00
252,device_PV,-407.33
252,device_Load1,1122.49
252,device_Load2,2578.62
252,device_EV,6000.00
252,device_ESS,-0.00
253,device_PV,-1168.61
253,device_Load1,1104.03
253,device_Load2,2755.13
253,device_EV,6000.00
253,device_ESS,-0.00
254,device_PV,-0.00
254,device_Load1,1137.40
254,device_Load2,2775.39
254,device_EV,6000.00
254,device_ESS,-0.00
255,device_PV,-0.00
255,device_Load1,1076.99
255,device_Load2,2772.04
255,device_EV,6000.00
255,device_ESS,-0.00
256,device_PV,-0.00
256,device_Load1,1207.23
256,device_Load2,2566.46
256,device_EV,6000.00
256,device_ESS,-0.00
257,device_PV,-0.00
257,device_Load1,935.43
257,device_Load2,2879.44
257,device_EV,6000.00
257,device_ESS,-0.00
258,device_PV,-575.02
258,device_Load1,1175.60
258,device_Load2,2532.29
258,device_EV,6000.00
258,device_ESS,-0.00
259,device_PV,-1246.07
259,device_Load1,1200.44
259,device_Load2,2779.27
259,device_EV,6000.00
259,device_ESS,-0.00
260,device_PV,-0.00
260,device_Load1,952.19
260,device_Load2,2751.64
260,device_EV,6000.00
260,device_ESS,-0.00
261,device_PV,-0.00
261,device_Load1,1185.46
261,device_Load2,2685.21
261,device_EV,6000.00
261,device_ESS,-0.00
262,device_PV,-0.00
262,device_Load1,1183.67
262,device_Load2,2553.96
262,device_EV,6000.00
262,device_ESS,-0.00
263,device_PV,-0.00
263,device_Load1,979.09
263,device_Load2,2631.95
263,device_EV,6000.00
263,device_ESS,-0.00
264,device_PV,-290.96
264,device_Load1,1103.55
264,device_Load2,2891.20
264,device_EV,0.00
264,device_ESS,-0.00
265,device_PV,-0.00
265,device_Load1,885.75
265,device_Load2,2746.40
265,device_EV,0.00
265,device_ESS,-0.00
266,device_PV,-274.79
266,device_Load1,813.66
266,device_Load2,2657.03
266,device_EV,0.00
266,device_ESS,-0.00
267,device_PV,-1185.03
267,device_Load1,845.76
267,device_Load2,2745.80
267,device_EV,0.00
267,device_ESS,-0.00
268,device_PV,-970.94
268,device_Load1,911.53
268,device_Load2,2594.53
268,device_EV,0.00
268,device_ESS,-0.00
269,device_PV,-0.00
269,device_Load1,941.24
269,device_Load2,2694.49
269,device_EV,0.00
269,device_ESS,-0.00
270,device_PV,-0.00
270,device_Load1,1007.33
270,device_Load2,2769.75
270,device_EV,0.00
270,device_ESS,-0.00
271,device_PV,-259.81
271,device_Load1,881.66
271,device_Load2,2844.60
271,device_EV,0.00
271,device_ESS,-0.00
272,device_PV,-1292.12
272,device_Load1,1028.29
272,device_Load2,2851.95
272,device_EV,0.00
272,device_ESS,-0.00
273,device_PV,-552.72
273,device_Load1,844.05
273,device_Load2,2692.67
273,device_EV,0.00
273,device_ESS,-0.00
274,device_PV,-0.00
274,device_Load1,972.04
274,device_Load2,2586.24
274,device_EV,0.00
274,device_ESS,-0.00
275,device_PV,-1494.03
275,device_Load1,826.24
275,device_Load2,2767.26
275,device_EV,0.00
275,device_ESS,-0.00
276,device_PV,-0.00
276,device_Load1,755.90
276,device_Load2,2714.13
276,device_EV,0.00
276,device_ESS,-0.00
277,device_PV,-0.00
277,device_Load1,877.30
277,device_Load2,2762.73
277,device_EV,0.00
277,device_ESS,-0.00
278,device_PV,-0.00
278,device_Load1,826.03
278,device_Load2,2635.73
278,device_EV,0.00
278,device_ESS,-0.00
279,device_PV,-0.00
279,device_Load1,771.08
279,device_Load2,2642.20
279,device_EV,0.00
279,device_ESS,-0.00
280,device_PV,-0.00
280,device_Load1,812.87
280,device_Load2,2836.26
280,device_EV,0.00
280,device_ESS,-0.00
281,device_PV,-938.42
281,device_Load1,733.21
281,device_Load2,2516.70
281,device_EV,0.00
281,device_ESS,-0.00
282,device_PV,-0.00
282,device_Load1,942.38
282,device_Load2,2622.84
282,device_EV,0.00
282,device_ESS,-0.00
283,device_PV,-449.74
283,device_Load1,888.77
283,device_Load2,2628.48
283,device_EV,0.00
283,device_ESS,-0.00
284,device_PV,-1185.75
284,device_Load1,928.43
284,device_Load2,2564.25
284,device_EV,0.00
284,device_ESS,-0.00
285,device_PV,-0.00
285,device_Load1,1004.05
285,device_Load2,2820.74
285,device_EV,0.00
285,device_ESS,-0.00
286,device_PV,-0.00
286,device_Load1,868.72
286,device_Load2,2513.86
286,device_EV,0.00
286,device_ESS,-0.00
287,device_PV,-0.00
287,device_Load1,980.44
287,device_Load2,2770.21
287,device_EV,0.00
287,device_ESS,-0.00
